pair,timestamp,price
btc-usd,2023-12-31T19:00:00,42405.08270850573
btc-usd,2023-12-31T20:00:00,42576.313760846155
btc-usd,2023-12-31T21:00:00,42551.995093770536
btc-usd,2023-12-31T22:00:00,42367.14973778869
btc-usd,2023-12-31T23:00:00,42307.76337136957
btc-usd,2024-01-01T00:00:00,42309.246292670105
btc-usd,2024-01-01T01:00:00,42363.40618857599
btc-usd,2024-01-01T02:00:00,42476.42474488879
btc-usd,2024-01-01T03:00:00,42501.779026352684
btc-usd,2024-01-01T04:00:00,42617.45762460914
btc-usd,2024-01-01T05:00:00,42687.44339181582
btc-usd,2024-01-01T06:00:00,42693.347976253914
btc-usd,2024-01-01T07:00:00,42695.52994668299
btc-usd,2024-01-01T08:00:00,42698.264357217646
btc-usd,2024-01-01T09:00:00,42637.22519178606
btc-usd,2024-01-01T10:00:00,42722.628451001525
btc-usd,2024-01-01T11:00:00,42781.28407540291
btc-usd,2024-01-01T12:00:00,42774.63130667802
btc-usd,2024-01-01T13:00:00,43063.95238444188
btc-usd,2024-01-01T14:00:00,43359.95231588134
btc-usd,2024-01-01T15:00:00,43702.784026195055
btc-usd,2024-01-01T16:00:00,43650.29229919379
btc-usd,2024-01-01T17:00:00,43510.372100820445
btc-usd,2024-01-01T18:00:00,43932.523724356266
btc-usd,2024-01-01T19:00:00,44751.499630054626
btc-usd,2024-01-01T20:00:00,45054.75061326838
btc-usd,2024-01-01T21:00:00,45188.17952386808
btc-usd,2024-01-01T22:00:00,45387.23135882772
btc-usd,2024-01-01T23:00:00,45363.25903919968
btc-usd,2024-01-02T00:00:00,45260.43104893943
btc-usd,2024-01-02T01:00:00,45278.564318548124
btc-usd,2024-01-02T02:00:00,45441.742241119566
btc-usd,2024-01-02T03:00:00,45704.31087359922
btc-usd,2024-01-02T04:00:00,45799.00698807592
btc-usd,2024-01-02T05:00:00,45622.4766047211
btc-usd,2024-01-02T06:00:00,45443.79547020591
btc-usd,2024-01-02T07:00:00,45460.22757978995
btc-usd,2024-01-02T08:00:00,45598.19994195286
btc-usd,2024-01-02T09:00:00,45543.333092085464
btc-usd,2024-01-02T10:00:00,45181.05118191714
btc-usd,2024-01-02T11:00:00,45188.46829238448
btc-usd,2024-01-02T12:00:00,45188.197614936485
btc-usd,2024-01-02T13:00:00,45101.763515721526
btc-usd,2024-01-02T14:00:00,45031.85037379885
btc-usd,2024-01-02T15:00:00,45001.433488264294
