timestamp,eth_mrkt_price
2023-07-27,1870.3629119385444
2023-07-28,1870.460680856908
2023-07-29,1875.9995307580282
2023-07-30,1866.4204387526047
2023-07-31,1861.3055337850283
2023-08-01,1837.9835886574822
2023-08-02,1848.1073613223743
2023-08-03,1839.2973145941219
2023-08-04,1835.8682947290931
2023-08-05,1830.6670362409197
2023-08-06,1830.3238071561466
2023-08-07,1823.6915823501772
2023-08-08,1849.3969658546937
2023-08-09,1854.9388474545622
2023-08-10,1851.9998405765166
2023-08-11,1846.126392680784
2023-08-12,1848.8873549405446
2023-08-13,1847.278305422291
2023-08-14,1845.4695597667878
2023-08-15,1832.8136680212942
2023-08-16,1817.179285780292
2023-08-17,1717.0570703109906
2023-08-18,1674.3271211817928
2023-08-19,1670.253144246256
2023-08-20,1675.116089419728
2023-08-21,1669.789732779919
2023-08-22,1636.7472772832343
2023-08-23,1663.406655670328
2023-08-24,1656.4313322258224
2023-08-25,1651.8089802473212
2023-08-26,1648.5841485338415
2023-08-27,1652.819107248233
2023-08-28,1645.6235907052774
2023-08-29,1704.881797464806
2023-08-30,1711.7133335096078
2023-08-31,1677.882031703148
2023-09-01,1631.0215809278163
2023-09-02,1634.210711737833
2023-09-03,1635.6660300591132
2023-09-04,1630.3015783589972
2023-09-05,1628.8698937191234
2023-09-06,1631.8798761662558
2023-09-07,1637.6235055631375
2023-09-08,1635.2021900833165
2023-09-09,1633.9705533633771
2023-09-10,1617.9430228119827
2023-09-11,1570.500780542065
2023-09-12,1592.658733996268
2023-09-13,1600.014337301589
2023-09-14,1626.5147097636411
2023-09-15,1628.033668391771
2023-09-16,1638.7601148422536
2023-09-17,1625.8351616091363
2023-09-18,1643.1347573857636
2023-09-19,1644.2529717259356
2023-09-20,1627.2804875406657
2023-09-21,1596.122483141284
2023-09-22,1593.1623568726327
2023-09-23,1593.066865826546
2023-09-24,1589.099782040998
2023-09-25,1581.9328934442958
2023-09-26,1587.944610591376
2023-09-27,1605.7011854508132
2023-09-28,1638.5326575354914
2023-09-29,1668.4761237138393
2023-09-30,1676.377843039018
2023-10-01,1702.995843989
2023-10-02,1699.3392735561847
2023-10-03,1655.835508854256
2023-10-04,1641.4989805971938
2023-10-05,1626.3201549070982
2023-10-06,1636.9079180716772
2023-10-07,1638.7352662594983
2023-10-08,1629.8990029437502
2023-10-09,1588.0891862672563
2023-10-10,1573.7061204972224
2023-10-11,1562.1924700963245
2023-10-12,1542.4939898752334
2023-10-13,1549.095435499197
2023-10-14,1552.6271232086722
2023-10-15,1558.1295653071365
2023-10-16,1591.535009512406
2023-10-17,1575.396471525459
2023-10-18,1571.7145093907643
2023-10-19,1559.6970586165492
2023-10-20,1605.068392112879
2023-10-21,1619.5438727266887
2023-10-22,1639.118462201653
2023-10-23,1705.9501862447592
2023-10-24,1801.7374225946305
2023-10-25,1791.1878863802267
2023-10-26,1805.4086277197696
2023-10-27,1778.6362869317966
2023-10-28,1784.9279539987629
2023-10-29,1793.172371813245
2023-10-30,1806.069914143227
2023-10-31,1802.214134464705
2023-11-01,1822.6629816973
2023-11-02,1827.5624492287777
2023-11-03,1808.6025080651907
2023-11-04,1840.3208664409333
2023-11-05,1885.2084636644665
2023-11-06,1895.9858366694625
2023-11-07,1884.3441694844007
2023-11-08,1889.3123136185814
2023-11-09,2000.4786847522885
2023-11-10,2097.774961959031
2023-11-11,2060.9448720494875
2023-11-12,2048.181103434897
2023-11-13,2070.52741758604
2023-11-14,2017.4904923805243
2023-11-15,2014.7217162769907
2023-11-16,2010.9273614175897
2023-11-17,1953.7556004845105
2023-11-18,1953.0990554729558
2023-11-19,1974.2460046154456
2023-11-20,2028.9788415748833
2023-11-21,1988.4450140769038
2023-11-22,2034.3022733287294
2023-11-23,2061.2533980284106
2023-11-24,2099.7490457423664
2023-11-25,2082.01834045489
2023-11-26,2069.41626936271
2023-11-27,2024.005135222216
2023-11-28,2044.7996517215643
2023-11-29,2042.3247682259841
2023-11-30,2039.3334815529204
2023-12-01,2087.8161204766557
2023-12-02,2137.4890031736713
2023-12-03,2175.707164376713
2023-12-04,2231.156410830915
2023-12-05,2254.0114407085143
2023-12-06,2270.013308616806
2023-12-07,2315.6938574460873
2023-12-08,2360.302868440382
2023-12-09,2360.8516759169147
2023-12-10,2350.349571758934
2023-12-11,2225.0663747137614
2023-12-12,2206.3493369740318
2023-12-13,2211.78879910059
2023-12-14,2281.51888913724
2023-12-15,2256.3538947232496
2023-12-16,2241.041123828451
2023-12-17,2218.8174079284204
2023-12-18,2170.7411917340073
2023-12-19,2197.746636865637
2023-12-20,2213.1635621681908
2023-12-21,2226.4003662547793
2023-12-22,2301.857838710107
2023-12-23,2293.6451408472262
2023-12-24,2293.3318664433073
2023-12-25,2277.8112853938105
2023-12-26,2227.4679857964943
2023-12-27,2327.698869431081
2023-12-28,2385.494558948741
2023-12-29,2324.6008894843203
2023-12-30,2297.373963748853
2023-12-31,2292.8128241860777
2024-01-01,2308.271272097364
2024-01-02,2376.8654368707153
2024-01-03,2255.09519674715
2024-01-04,2253.893779070491
2024-01-05,2243.9582385967433
2024-01-06,2243.3201571456884
2024-01-07,2239.010733193546
2024-01-08,2276.316555815463
2024-01-09,2295.9828773812887
2024-01-10,2447.8527612022863
2024-01-11,2615.9680995317954
2024-01-12,2608.8821448068325
2024-01-13,2550.208408248047
2024-01-14,2531.868524762697
2024-01-15,2515.325436441904
2024-01-16,2556.696996144028
2024-01-17,2546.1179333020555
2024-01-18,2490.2746625503023
2024-01-19,2466.3202577803486
2024-01-20,2470.1837306823554
2024-01-21,2469.274586593685
2024-01-22,2372.075908172806
2024-01-23,2227.860127825324
2024-01-24,2227.1496708063414
2024-01-25,2210.0761598051217
2024-01-26,2249.3776126574676
2024-01-27,2267.7398180640694
2024-01-28,2274.8050332097523
2024-01-29,2281.2292294203276
2024-01-30,2344.8482897890976
2024-01-31,2315.7204596595575
2024-02-01,2281.1598256567886
2024-02-02,2302.903461896742
