CMDLINE /home/shiftpub/miniconda3/envs/amm-env/bin/python3.9 inf_step_exp/dp_approach/full_vec_grid.py
MEM 25630.304688 1750256347.2605
MEM 26410.304688 1750256347.3608
MEM 27160.304688 1750256347.4610
MEM 27928.304688 1750256347.5614
MEM 14366.699219 1750256347.6618
MEM 14374.699219 1750256347.7620
MEM 14380.699219 1750256347.8623
MEM 14388.699219 1750256347.9625
MEM 14396.699219 1750256348.0628
MEM 14402.699219 1750256348.1630
MEM 674.062500 1750256348.2634
MEM 674.062500 1750256348.3637
MEM 674.062500 1750256348.4640
MEM 657.562500 1750256348.5644
MEM 674.062500 1750256348.6646
MEM 674.062500 1750256348.7650
MEM 674.062500 1750256348.8653
MEM 671.562500 1750256348.9656
MEM 674.062500 1750256349.0659
MEM 674.062500 1750256349.1662
MEM 674.062500 1750256349.2665
MEM 628.453125 1750256349.3668
MEM 628.453125 1750256349.4672
MEM 674.062500 1750256349.5675
MEM 674.062500 1750256349.6678
MEM 661.562500 1750256349.7682
MEM 695.085938 1750256349.8686
MEM 798.476562 1750256349.9689
MEM 1466.476562 1750256350.0693
MEM 2134.476562 1750256350.1696
MEM 2804.476562 1750256350.2700
MEM 3474.476562 1750256350.3703
MEM 4142.476562 1750256350.4705
MEM 4804.476562 1750256350.5708
MEM 5472.476562 1750256350.6711
MEM 6142.476562 1750256350.7715
MEM 6804.476562 1750256350.8718
MEM 7472.476562 1750256350.9722
MEM 8142.476562 1750256351.0725
MEM 8812.476562 1750256351.1729
MEM 9478.476562 1750256351.2732
MEM 10148.476562 1750256351.3736
MEM 10812.476562 1750256351.4739
MEM 11480.476562 1750256351.5742
MEM 12148.476562 1750256351.6747
MEM 12818.476562 1750256351.7751
MEM 13482.476562 1750256351.8754
MEM 14150.476562 1750256351.9758
MEM 14894.304688 1750256352.0763
MEM 15666.304688 1750256352.1767
MEM 16446.304688 1750256352.2771
MEM 17226.304688 1750256352.3776
MEM 18000.304688 1750256352.4779
MEM 18752.304688 1750256352.5783
MEM 19508.304688 1750256352.6787
MEM 20290.304688 1750256352.7791
MEM 21068.304688 1750256352.8796
MEM 21848.304688 1750256352.9799
MEM 22628.304688 1750256353.0803
MEM 23404.304688 1750256353.1806
MEM 24184.304688 1750256353.2810
MEM 24962.304688 1750256353.3813
MEM 25744.304688 1750256353.4817
MEM 26526.304688 1750256353.5820
MEM 27306.304688 1750256353.6824
MEM 28080.304688 1750256353.7828
MEM 14368.921875 1750256353.8831
MEM 14374.921875 1750256353.9834
MEM 14382.921875 1750256354.0836
MEM 14390.921875 1750256354.1839
MEM 14398.921875 1750256354.2841
MEM 14404.921875 1750256354.3844
MEM 637.785156 1750256354.4847
MEM 628.453125 1750256354.5850
MEM 665.785156 1750256354.6854
MEM 674.035156 1750256354.7856
MEM 629.453125 1750256354.8858
MEM 633.785156 1750256354.9861
MEM 674.035156 1750256355.0864
MEM 674.035156 1750256355.1867
MEM 641.785156 1750256355.2870
MEM 667.785156 1750256355.3873
MEM 674.035156 1750256355.4877
MEM 674.035156 1750256355.5880
MEM 674.035156 1750256355.6883
MEM 674.035156 1750256355.7886
MEM 674.035156 1750256355.8890
MEM 628.453125 1750256355.9893
MEM 667.335938 1750256356.0897
MEM 944.753906 1750256356.1900
MEM 1612.753906 1750256356.2904
MEM 2282.753906 1750256356.3906
MEM 2952.753906 1750256356.4909
MEM 3620.753906 1750256356.5913
MEM 4288.753906 1750256356.6916
MEM 4958.753906 1750256356.7919
MEM 5626.753906 1750256356.8923
MEM 6296.753906 1750256356.9926
MEM 6960.753906 1750256357.0930
MEM 7630.753906 1750256357.1933
MEM 8300.753906 1750256357.2937
MEM 8968.753906 1750256357.3940
MEM 9638.753906 1750256357.4944
MEM 10308.753906 1750256357.5947
MEM 10962.753906 1750256357.6950
MEM 11632.753906 1750256357.7954
MEM 12302.753906 1750256357.8957
MEM 12972.753906 1750256357.9961
MEM 13632.753906 1750256358.0965
MEM 14300.753906 1750256358.1968
MEM 15068.582031 1750256358.2971
MEM 15850.582031 1750256358.3975
MEM 16632.582031 1750256358.4979
MEM 17412.582031 1750256358.5981
MEM 18190.582031 1750256358.6985
MEM 18968.582031 1750256358.7988
MEM 19748.582031 1750256358.8992
MEM 20526.582031 1750256358.9995
MEM 21308.582031 1750256359.0999
MEM 22088.582031 1750256359.2002
MEM 22866.582031 1750256359.3005
MEM 23620.582031 1750256359.4009
MEM 24398.582031 1750256359.5012
MEM 25176.582031 1750256359.6016
MEM 25956.582031 1750256359.7020
MEM 26738.582031 1750256359.8024
MEM 27518.582031 1750256359.9027
MEM 14356.144531 1750256360.0030
MEM 14365.421875 1750256360.1033
MEM 14371.421875 1750256360.2036
MEM 14379.421875 1750256360.3038
MEM 14387.421875 1750256360.4041
MEM 14393.421875 1750256360.5044
MEM 14401.421875 1750256360.6046
MEM 624.203125 1750256360.7049
MEM 668.285156 1750256360.8052
MEM 666.285156 1750256360.9056
MEM 630.285156 1750256361.0059
MEM 622.953125 1750256361.1062
MEM 668.285156 1750256361.2065
MEM 668.285156 1750256361.3069
MEM 668.285156 1750256361.4072
MEM 626.285156 1750256361.5075
MEM 646.285156 1750256361.6079
MEM 646.285156 1750256361.7082
MEM 638.285156 1750256361.8086
MEM 640.285156 1750256361.9089
MEM 623.453125 1750256362.0092
MEM 668.285156 1750256362.1096
MEM 652.175781 1750256362.2100
MEM 701.835938 1750256362.3103
MEM 1098.699219 1750256362.4106
MEM 1766.699219 1750256362.5110
MEM 2436.699219 1750256362.6113
MEM 3106.699219 1750256362.7117
MEM 3742.699219 1750256362.8119
MEM 4346.699219 1750256362.9122
MEM 4922.699219 1750256363.0125
MEM 5558.699219 1750256363.1128
MEM 6184.699219 1750256363.2130
MEM 6832.699219 1750256363.3133
MEM 7502.699219 1750256363.4137
MEM 8170.699219 1750256363.5140
MEM 8838.699219 1750256363.6144
MEM 9508.699219 1750256363.7147
MEM 10166.699219 1750256363.8151
MEM 10830.699219 1750256363.9154
MEM 11500.699219 1750256364.0157
MEM 12168.699219 1750256364.1161
MEM 12834.699219 1750256364.2164
MEM 13498.699219 1750256364.3167
MEM 14168.699219 1750256364.4171
MEM 14914.527344 1750256364.5175
MEM 15694.527344 1750256364.6179
MEM 16472.527344 1750256364.7182
MEM 17242.527344 1750256364.8186
MEM 18024.527344 1750256364.9189
MEM 18804.527344 1750256365.0193
MEM 19580.527344 1750256365.1196
MEM 20360.527344 1750256365.2200
MEM 21138.527344 1750256365.3203
MEM 21918.527344 1750256365.4207
MEM 22688.527344 1750256365.5210
MEM 23462.527344 1750256365.6214
MEM 24238.527344 1750256365.7216
MEM 25018.527344 1750256365.8220
MEM 25798.527344 1750256365.9223
MEM 26576.527344 1750256366.0227
MEM 27354.527344 1750256366.1230
MEM 14361.367188 1750256366.2233
MEM 14368.476562 1750256366.3236
MEM 14376.476562 1750256366.4239
MEM 14382.476562 1750256366.5242
MEM 14390.476562 1750256366.6244
MEM 14398.476562 1750256366.7297
MEM 14406.476562 1750256366.8300
MEM 664.230469 1750256366.9303
MEM 654.230469 1750256367.0307
MEM 628.453125 1750256367.1311
MEM 664.230469 1750256367.2315
MEM 674.230469 1750256367.3318
MEM 674.230469 1750256367.4320
MEM 670.230469 1750256367.5324
MEM 674.230469 1750256367.6328
MEM 648.230469 1750256367.7331
MEM 656.230469 1750256367.8335
MEM 652.230469 1750256367.9338
MEM 658.230469 1750256368.0342
MEM 648.230469 1750256368.1345
MEM 628.453125 1750256368.2348
MEM 674.230469 1750256368.3351
MEM 628.675781 1750256368.4355
MEM 665.835938 1750256368.5358
MEM 1004.476562 1750256368.6362
MEM 1670.476562 1750256368.7366
MEM 2336.476562 1750256368.8369
MEM 3006.476562 1750256368.9373
MEM 3676.476562 1750256369.0376
MEM 4344.476562 1750256369.1380
MEM 5014.476562 1750256369.2384
MEM 5682.476562 1750256369.3387
MEM 6350.476562 1750256369.4390
MEM 7014.476562 1750256369.5394
MEM 7684.476562 1750256369.6397
MEM 8354.476562 1750256369.7401
MEM 9016.476562 1750256369.8404
MEM 9648.476562 1750256369.9406
MEM 10318.476562 1750256370.0409
MEM 10984.476562 1750256370.1412
MEM 11654.476562 1750256370.2416
MEM 12322.476562 1750256370.3419
MEM 12990.476562 1750256370.4423
MEM 13654.476562 1750256370.5426
MEM 14318.476562 1750256370.6430
MEM 15084.304688 1750256370.7434
MEM 15864.304688 1750256370.8437
MEM 16644.304688 1750256370.9441
MEM 17422.304688 1750256371.0445
MEM 18198.304688 1750256371.1448
MEM 18976.304688 1750256371.2452
MEM 19754.304688 1750256371.3455
MEM 20530.304688 1750256371.4458
MEM 21308.304688 1750256371.5460
MEM 22084.304688 1750256371.6464
MEM 22864.304688 1750256371.7466
MEM 23644.304688 1750256371.8469
MEM 24424.304688 1750256371.9473
MEM 25202.304688 1750256372.0475
MEM 25982.304688 1750256372.1478
MEM 26764.304688 1750256372.2481
MEM 27538.304688 1750256372.3484
MEM 14362.117188 1750256372.4486
MEM 14370.699219 1750256372.5488
MEM 14378.699219 1750256372.6491
MEM 14384.699219 1750256372.7493
MEM 14392.699219 1750256372.8495
MEM 14400.699219 1750256372.9498
MEM 14406.699219 1750256373.0501
MEM 674.062500 1750256373.1504
MEM 674.062500 1750256373.2507
MEM 669.562500 1750256373.3511
MEM 645.562500 1750256373.4514
MEM 647.562500 1750256373.5518
MEM 651.562500 1750256373.6521
MEM 663.562500 1750256373.7524
MEM 674.062500 1750256373.8527
MEM 649.562500 1750256373.9530
MEM 674.062500 1750256374.0534
MEM 674.062500 1750256374.1537
MEM 674.062500 1750256374.2541
MEM 674.062500 1750256374.3544
MEM 674.062500 1750256374.4548
MEM 674.062500 1750256374.5551
MEM 654.007812 1750256374.6554
MEM 661.835938 1750256374.7558
MEM 1204.476562 1750256374.8561
MEM 1872.476562 1750256374.9565
MEM 2542.476562 1750256375.0568
MEM 3210.476562 1750256375.1572
MEM 3880.476562 1750256375.2575
MEM 4548.476562 1750256375.3578
MEM 5218.476562 1750256375.4582
MEM 5886.476562 1750256375.5585
MEM 6548.476562 1750256375.6588
MEM 7218.476562 1750256375.7591
MEM 7888.476562 1750256375.8595
MEM 8556.476562 1750256375.9598
MEM 9224.476562 1750256376.0601
MEM 9894.476562 1750256376.1605
MEM 10564.476562 1750256376.2608
MEM 11232.476562 1750256376.3612
MEM 11900.476562 1750256376.4615
MEM 12568.476562 1750256376.5619
MEM 13214.476562 1750256376.6621
MEM 13876.476562 1750256376.7625
MEM 14554.304688 1750256376.8629
MEM 15328.304688 1750256376.9632
MEM 16108.304688 1750256377.0636
MEM 16882.304688 1750256377.1639
MEM 17664.304688 1750256377.2643
MEM 18440.304688 1750256377.3644
MEM 19216.304688 1750256377.4648
MEM 19994.304688 1750256377.5651
MEM 20774.304688 1750256377.6655
MEM 21552.304688 1750256377.7658
MEM 22318.304688 1750256377.8662
MEM 23090.304688 1750256377.9665
MEM 23864.304688 1750256378.0668
MEM 24642.304688 1750256378.1671
MEM 25420.304688 1750256378.2675
MEM 26198.304688 1750256378.3678
MEM 26976.304688 1750256378.4682
MEM 27756.304688 1750256378.5685
MEM 14364.921875 1750256378.6688
MEM 14372.921875 1750256378.7691
MEM 14380.921875 1750256378.8694
MEM 14386.921875 1750256378.9696
MEM 14394.921875 1750256379.0699
MEM 14402.921875 1750256379.1701
MEM 657.785156 1750256379.2704
MEM 653.785156 1750256379.3707
MEM 639.785156 1750256379.4710
MEM 674.035156 1750256379.5714
MEM 641.785156 1750256379.6717
MEM 674.035156 1750256379.7720
MEM 674.035156 1750256379.8723
MEM 659.785156 1750256379.9727
MEM 674.035156 1750256380.0730
MEM 628.453125 1750256380.1734
MEM 628.703125 1750256380.2737
MEM 628.453125 1750256380.3741
MEM 674.035156 1750256380.4744
MEM 674.035156 1750256380.5747
MEM 674.035156 1750256380.6750
MEM 673.785156 1750256380.7754
MEM 689.335938 1750256380.8757
MEM 682.753906 1750256380.9760
MEM 1352.753906 1750256381.0764
MEM 2020.753906 1750256381.1767
MEM 2692.753906 1750256381.2771
MEM 3360.753906 1750256381.3774
MEM 4026.753906 1750256381.4777
MEM 4696.753906 1750256381.5780
MEM 5366.753906 1750256381.6784
MEM 6034.753906 1750256381.7788
MEM 6694.753906 1750256381.8791
MEM 7364.753906 1750256381.9795
MEM 8034.753906 1750256382.0799
MEM 8702.753906 1750256382.1803
MEM 9368.753906 1750256382.2806
MEM 10036.753906 1750256382.3810
MEM 10702.753906 1750256382.4813
MEM 11372.753906 1750256382.5817
MEM 12042.753906 1750256382.6820
MEM 12712.753906 1750256382.7824
MEM 13372.753906 1750256382.8827
MEM 14034.753906 1750256382.9830
MEM 14760.582031 1750256383.0835
MEM 15538.582031 1750256383.1839
MEM 16320.582031 1750256383.2843
MEM 17098.582031 1750256383.3846
MEM 17860.582031 1750256383.4850
MEM 18624.582031 1750256383.5853
MEM 19400.582031 1750256383.6857
MEM 20180.582031 1750256383.7861
MEM 20960.582031 1750256383.8866
MEM 21736.582031 1750256383.9869
MEM 22518.582031 1750256384.0872
MEM 23298.582031 1750256384.1876
MEM 24080.582031 1750256384.2879
MEM 24860.582031 1750256384.3882
MEM 25638.582031 1750256384.4886
MEM 26418.582031 1750256384.5889
MEM 27188.582031 1750256384.6892
MEM 27968.582031 1750256384.7896
MEM 14361.421875 1750256384.8899
MEM 14369.421875 1750256384.9902
MEM 14375.421875 1750256385.0904
MEM 14383.421875 1750256385.1907
MEM 14391.421875 1750256385.2909
MEM 14399.421875 1750256385.3912
MEM 642.285156 1750256385.4915
MEM 648.285156 1750256385.5918
MEM 640.285156 1750256385.6921
MEM 622.953125 1750256385.7924
MEM 656.285156 1750256385.8928
MEM 668.285156 1750256385.9931
MEM 668.285156 1750256386.0934
MEM 668.285156 1750256386.1937
MEM 626.285156 1750256386.2941
MEM 650.285156 1750256386.3944
MEM 658.285156 1750256386.4947
MEM 666.285156 1750256386.5950
MEM 668.285156 1750256386.6954
MEM 668.285156 1750256386.7957
MEM 654.285156 1750256386.8961
MEM 622.730469 1750256386.9964
MEM 672.835938 1750256387.0967
MEM 930.699219 1750256387.1971
MEM 1598.699219 1750256387.2975
MEM 2266.699219 1750256387.3978
MEM 2934.699219 1750256387.4981
MEM 3606.699219 1750256387.5985
MEM 4276.699219 1750256387.6988
MEM 4946.699219 1750256387.7992
MEM 5612.699219 1750256387.8995
MEM 6268.699219 1750256387.9998
MEM 6926.699219 1750256388.1002
MEM 7596.699219 1750256388.2005
MEM 8264.699219 1750256388.3009
MEM 8930.699219 1750256388.4012
MEM 9600.699219 1750256388.5016
MEM 10270.699219 1750256388.6019
MEM 10940.699219 1750256388.7023
MEM 11610.699219 1750256388.8027
MEM 12280.699219 1750256388.9030
MEM 12950.699219 1750256389.0034
MEM 13608.699219 1750256389.1037
MEM 14276.699219 1750256389.2041
MEM 15040.527344 1750256389.3045
MEM 15802.527344 1750256389.4048
MEM 16566.527344 1750256389.5051
MEM 17344.527344 1750256389.6055
MEM 18126.527344 1750256389.7059
MEM 18906.527344 1750256389.8062
MEM 19686.527344 1750256389.9066
MEM 20464.527344 1750256390.0068
MEM 21242.527344 1750256390.1072
MEM 22022.527344 1750256390.2075
MEM 22798.527344 1750256390.3079
MEM 23578.527344 1750256390.4083
MEM 24356.527344 1750256390.5087
MEM 25136.527344 1750256390.6091
MEM 25918.527344 1750256390.7095
MEM 26700.527344 1750256390.8099
MEM 27478.527344 1750256390.9102
MEM 14361.367188 1750256391.0106
MEM 14370.476562 1750256391.1109
MEM 14376.476562 1750256391.2111
MEM 14384.476562 1750256391.3114
MEM 14392.476562 1750256391.4116
MEM 14400.476562 1750256391.5119
MEM 14406.476562 1750256391.6121
MEM 646.230469 1750256391.7125
MEM 634.230469 1750256391.8128
MEM 674.230469 1750256391.9132
MEM 650.230469 1750256392.0135
MEM 662.230469 1750256392.1138
MEM 644.230469 1750256392.2141
MEM 632.230469 1750256392.3145
MEM 646.230469 1750256392.4149
MEM 658.230469 1750256392.5152
MEM 674.230469 1750256392.6156
MEM 674.230469 1750256392.7159
MEM 674.230469 1750256392.8162
MEM 674.230469 1750256392.9166
MEM 674.230469 1750256393.0170
MEM 674.230469 1750256393.1173
MEM 628.675781 1750256393.2176
MEM 672.835938 1750256393.3180
MEM 932.476562 1750256393.4183
MEM 1602.476562 1750256393.5187
MEM 2272.476562 1750256393.6191
MEM 2944.476562 1750256393.7195
MEM 3614.476562 1750256393.8199
MEM 4282.476562 1750256393.9202
MEM 4952.476562 1750256394.0205
MEM 5622.476562 1750256394.1209
MEM 6290.476562 1750256394.2212
MEM 6948.476562 1750256394.3215
MEM 7616.476562 1750256394.4219
MEM 8286.476562 1750256394.5222
MEM 8956.476562 1750256394.6226
MEM 9624.476562 1750256394.7229
MEM 10292.476562 1750256394.8232
MEM 10962.476562 1750256394.9236
MEM 11632.476562 1750256395.0239
MEM 12302.476562 1750256395.1243
MEM 12970.476562 1750256395.2246
MEM 13628.476562 1750256395.3249
MEM 14296.476562 1750256395.4252
MEM 15064.304688 1750256395.5256
MEM 15844.304688 1750256395.6259
MEM 16626.304688 1750256395.7263
MEM 17404.304688 1750256395.8266
MEM 18186.304688 1750256395.9270
MEM 18964.304688 1750256396.0273
MEM 19742.304688 1750256396.1277
MEM 20524.304688 1750256396.2280
MEM 21304.304688 1750256396.3284
MEM 22078.304688 1750256396.4286
MEM 22858.304688 1750256396.5290
MEM 23640.304688 1750256396.6293
MEM 24422.304688 1750256396.7297
MEM 25202.304688 1750256396.8300
MEM 25984.304688 1750256396.9304
MEM 26764.304688 1750256397.0308
MEM 27544.304688 1750256397.1311
MEM 14362.117188 1750256397.2314
MEM 14370.699219 1750256397.3317
MEM 14378.699219 1750256397.4319
MEM 14384.699219 1750256397.5322
MEM 14392.699219 1750256397.6324
MEM 14400.699219 1750256397.7326
MEM 14406.699219 1750256397.8329
MEM 655.562500 1750256397.9332
MEM 674.062500 1750256398.0336
MEM 653.562500 1750256398.1339
MEM 674.062500 1750256398.2342
MEM 674.062500 1750256398.3345
MEM 674.062500 1750256398.4349
MEM 671.562500 1750256398.5352
MEM 674.062500 1750256398.6355
MEM 653.562500 1750256398.7358
MEM 674.062500 1750256398.8361
MEM 674.062500 1750256398.9365
MEM 674.062500 1750256399.0368
MEM 674.062500 1750256399.1370
MEM 674.062500 1750256399.2374
MEM 661.562500 1750256399.3377
MEM 701.117188 1750256399.4381
MEM 675.003906 1750256399.5384
MEM 1154.476562 1750256399.6388
MEM 1824.476562 1750256399.7391
MEM 2464.476562 1750256399.8394
MEM 3120.476562 1750256399.9397
MEM 3790.476562 1750256400.0401
MEM 4458.476562 1750256400.1404
MEM 5128.476562 1750256400.2408
MEM 5798.476562 1750256400.3411
MEM 6456.476562 1750256400.4413
MEM 7122.476562 1750256400.5417
MEM 7792.476562 1750256400.6420
MEM 8464.476562 1750256400.7424
MEM 9134.476562 1750256400.8427
MEM 9802.476562 1750256400.9430
MEM 10474.476562 1750256401.0434
MEM 11142.476562 1750256401.1437
MEM 11812.476562 1750256401.2441
MEM 12482.476562 1750256401.3444
MEM 13148.476562 1750256401.4447
MEM 13810.476562 1750256401.5451
MEM 14486.304688 1750256401.6454
MEM 15262.304688 1750256401.7458
MEM 16042.304688 1750256401.8461
MEM 16822.304688 1750256401.9465
MEM 17604.304688 1750256402.0468
MEM 18382.304688 1750256402.1472
MEM 19162.304688 1750256402.2476
MEM 19940.304688 1750256402.3479
MEM 20720.304688 1750256402.4483
MEM 21498.304688 1750256402.5487
MEM 22276.304688 1750256402.6490
MEM 23054.304688 1750256402.7494
MEM 23834.304688 1750256402.8497
MEM 24612.304688 1750256402.9501
MEM 25372.304688 1750256403.0504
MEM 26150.304688 1750256403.1507
MEM 26932.304688 1750256403.2511
MEM 27708.304688 1750256403.3514
MEM 14364.921875 1750256403.4517
MEM 14372.921875 1750256403.5520
MEM 14378.921875 1750256403.6522
MEM 14386.921875 1750256403.7525
MEM 14394.921875 1750256403.8528
MEM 14400.921875 1750256403.9530
MEM 674.230469 1750256404.0533
MEM 653.785156 1750256404.1536
MEM 637.785156 1750256404.2539
MEM 674.035156 1750256404.3543
MEM 651.785156 1750256404.4545
MEM 628.453125 1750256404.5548
MEM 674.035156 1750256404.6552
MEM 669.785156 1750256404.7555
MEM 674.035156 1750256404.8558
MEM 639.785156 1750256404.9561
MEM 643.785156 1750256405.0564
MEM 651.785156 1750256405.1568
MEM 653.785156 1750256405.2571
MEM 651.785156 1750256405.3574
MEM 629.703125 1750256405.4577
MEM 674.035156 1750256405.5580
MEM 669.835938 1750256405.6583
MEM 644.753906 1750256405.7585
MEM 1312.753906 1750256405.8588
MEM 1984.753906 1750256405.9592
MEM 2654.753906 1750256406.0595
MEM 3322.753906 1750256406.1598
MEM 3990.753906 1750256406.2602
MEM 4660.753906 1750256406.3605
MEM 5328.753906 1750256406.4608
MEM 5996.753906 1750256406.5612
MEM 6658.753906 1750256406.6615
MEM 7326.753906 1750256406.7619
MEM 7996.753906 1750256406.8622
MEM 8668.753906 1750256406.9625
MEM 9336.753906 1750256407.0629
MEM 10004.753906 1750256407.1632
MEM 10664.753906 1750256407.2634
MEM 11330.753906 1750256407.3638
MEM 11998.753906 1750256407.4641
MEM 12668.753906 1750256407.5644
MEM 13332.753906 1750256407.6648
MEM 14000.753906 1750256407.7651
MEM 14718.582031 1750256407.8655
MEM 15500.582031 1750256407.9658
MEM 16256.582031 1750256408.0662
MEM 17034.582031 1750256408.1665
MEM 17814.582031 1750256408.2669
MEM 18594.582031 1750256408.3673
MEM 19368.582031 1750256408.4675
MEM 20148.582031 1750256408.5679
MEM 20928.582031 1750256408.6682
MEM 21706.582031 1750256408.7686
MEM 22486.582031 1750256408.8689
MEM 23266.582031 1750256408.9693
MEM 24048.582031 1750256409.0696
MEM 24826.582031 1750256409.1700
MEM 25608.582031 1750256409.2703
MEM 26388.582031 1750256409.3707
MEM 27168.582031 1750256409.4710
MEM 27932.582031 1750256409.5714
MEM 14361.421875 1750256409.6717
MEM 14369.421875 1750256409.7720
MEM 14375.421875 1750256409.8723
MEM 14383.421875 1750256409.9725
MEM 14391.421875 1750256410.0728
MEM 14397.421875 1750256410.1730
MEM 640.285156 1750256410.2734
MEM 630.285156 1750256410.3737
MEM 668.285156 1750256410.4740
MEM 666.285156 1750256410.5744
MEM 668.285156 1750256410.6747
MEM 622.953125 1750256410.7751
MEM 668.285156 1750256410.8754
MEM 660.285156 1750256410.9758
MEM 668.285156 1750256411.0761
MEM 668.285156 1750256411.1765
MEM 668.285156 1750256411.2768
MEM 668.285156 1750256411.3771
MEM 668.285156 1750256411.4775
MEM 668.285156 1750256411.5778
MEM 658.285156 1750256411.6781
MEM 634.285156 1750256411.7784
MEM 695.085938 1750256411.8788
MEM 778.699219 1750256411.9791
MEM 1448.699219 1750256412.0794
MEM 2112.699219 1750256412.1798
MEM 2784.699219 1750256412.2802
MEM 3454.699219 1750256412.3805
MEM 4122.699219 1750256412.4807
MEM 4792.699219 1750256412.5811
MEM 5462.699219 1750256412.6814
MEM 6132.699219 1750256412.7818
MEM 6792.699219 1750256412.8821
MEM 7462.699219 1750256412.9824
MEM 8118.699219 1750256413.0827
MEM 8784.699219 1750256413.1831
MEM 9454.699219 1750256413.2835
MEM 10122.699219 1750256413.3837
MEM 10790.699219 1750256413.4839
MEM 11458.699219 1750256413.5842
MEM 12122.699219 1750256413.6845
MEM 12790.699219 1750256413.7848
MEM 13452.699219 1750256413.8852
MEM 14122.699219 1750256413.9855
MEM 14860.527344 1750256414.0859
MEM 15640.527344 1750256414.1862
MEM 16420.527344 1750256414.2866
MEM 17202.527344 1750256414.3869
MEM 17980.527344 1750256414.4872
MEM 18760.527344 1750256414.5875
MEM 19536.527344 1750256414.6879
MEM 20316.527344 1750256414.7882
MEM 21096.527344 1750256414.8885
MEM 21876.527344 1750256414.9889
MEM 22656.527344 1750256415.0892
MEM 23434.527344 1750256415.1896
MEM 24212.527344 1750256415.2899
MEM 24994.527344 1750256415.3903
MEM 25770.527344 1750256415.4905
MEM 26550.527344 1750256415.5909
MEM 27330.527344 1750256415.6912
MEM 14361.367188 1750256415.7916
MEM 14368.476562 1750256415.8918
MEM 14376.476562 1750256415.9921
MEM 14382.476562 1750256416.0924
MEM 14390.476562 1750256416.1926
MEM 14398.476562 1750256416.2929
MEM 14406.476562 1750256416.3931
MEM 674.230469 1750256416.4934
MEM 666.230469 1750256416.5937
MEM 654.230469 1750256416.6940
MEM 674.230469 1750256416.7944
MEM 642.230469 1750256416.8947
MEM 640.230469 1750256416.9950
MEM 674.230469 1750256417.0954
MEM 640.230469 1750256417.1957
MEM 666.230469 1750256417.2960
MEM 674.230469 1750256417.3964
MEM 674.230469 1750256417.4966
MEM 674.230469 1750256417.5969
MEM 674.230469 1750256417.6973
MEM 674.230469 1750256417.7976
MEM 670.230469 1750256417.8980
MEM 628.675781 1750256417.9982
MEM 693.835938 1750256418.0985
MEM 968.476562 1750256418.1987
MEM 1636.476562 1750256418.2991
MEM 2306.476562 1750256418.3994
MEM 2974.476562 1750256418.4998
MEM 3642.476562 1750256418.6001
MEM 4312.476562 1750256418.7005
MEM 4980.476562 1750256418.8007
MEM 5648.476562 1750256418.9011
MEM 6316.476562 1750256419.0014
MEM 6982.476562 1750256419.1018
MEM 7652.476562 1750256419.2021
MEM 8322.476562 1750256419.3025
MEM 8990.476562 1750256419.4029
MEM 9638.476562 1750256419.5032
MEM 10294.476562 1750256419.6035
MEM 10964.476562 1750256419.7039
MEM 11632.476562 1750256419.8042
MEM 12302.476562 1750256419.9046
MEM 12972.476562 1750256420.0049
MEM 13634.476562 1750256420.1053
MEM 14302.476562 1750256420.2056
MEM 15070.304688 1750256420.3060
MEM 15850.304688 1750256420.4063
MEM 16630.304688 1750256420.5067
MEM 17408.304688 1750256420.6071
MEM 18188.304688 1750256420.7075
MEM 18966.304688 1750256420.8078
MEM 19744.304688 1750256420.9082
MEM 20526.304688 1750256421.0085
MEM 21304.304688 1750256421.1088
MEM 22084.304688 1750256421.2092
MEM 22864.304688 1750256421.3096
MEM 23646.304688 1750256421.4099
MEM 24424.304688 1750256421.5103
MEM 25204.304688 1750256421.6107
MEM 25988.304688 1750256421.7111
MEM 26768.304688 1750256421.8114
MEM 27548.304688 1750256421.9118
MEM 14362.117188 1750256422.0121
MEM 14370.699219 1750256422.1124
MEM 14378.699219 1750256422.2127
MEM 14384.699219 1750256422.3129
MEM 14392.699219 1750256422.4132
MEM 14400.699219 1750256422.5134
MEM 14406.699219 1750256422.6137
MEM 665.562500 1750256422.7140
MEM 651.562500 1750256422.8144
MEM 674.062500 1750256422.9147
MEM 657.562500 1750256423.0151
MEM 645.562500 1750256423.1154
MEM 635.562500 1750256423.2157
MEM 633.562500 1750256423.3159
MEM 651.562500 1750256423.4162
MEM 667.562500 1750256423.5164
MEM 674.062500 1750256423.6167
MEM 674.062500 1750256423.7169
MEM 674.062500 1750256423.8172
MEM 674.062500 1750256423.9175
MEM 653.562500 1750256424.0178
MEM 674.062500 1750256424.1180
MEM 650.007812 1750256424.2183
MEM 699.085938 1750256424.3185
MEM 1100.476562 1750256424.4188
MEM 1766.476562 1750256424.5190
MEM 2434.476562 1750256424.6194
MEM 3102.476562 1750256424.7197
MEM 3774.476562 1750256424.8200
MEM 4442.476562 1750256424.9204
MEM 5112.476562 1750256425.0208
MEM 5782.476562 1750256425.1212
MEM 6444.476562 1750256425.2216
MEM 7110.476562 1750256425.3219
MEM 7778.476562 1750256425.4223
MEM 8448.476562 1750256425.5226
MEM 9118.476562 1750256425.6230
MEM 9786.476562 1750256425.7234
MEM 10456.476562 1750256425.8237
MEM 11124.476562 1750256425.9241
MEM 11796.476562 1750256426.0244
MEM 12464.476562 1750256426.1248
